,UNNAMED: 0,URL,REVIEW_TITLE,RATINGS,REVIEW,VERIFIED,DATE_X,USER_NAME,USER_ID,MAX_REVIEWS_DAY,BY_LINK,HELPFUL_VOTES,PRODUCT,PRODUCT_LINK,REVIEW_SENTIMENT,TOTAL_REVIEWS,AVERAGE_RATING,RATING_DEVIATION,REVIEW_LENGTH,TITLE_LENGTH,TOTAL_USER_REVIEWS,DATETIME,REVIEW_DATE_DIFF
933,933,https://www.amazon.co.uk/gp/review/RRY6LXELBR1L7/,great product for the price,5,"This is the second paid I've bought after the last ones got sucked into the vacuum cleaner by my wife. But I don't mind because they work great. I see the Skull headphones at the gym at the time and wonder why anyone would pay �25 or �100 bucks for those when these function great at only �10 bucks and change, including shipping.",0,2017-04-24,Clarence Franklin,AE5PV5LYPIPEK7IAEYF7GOWRQLFQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AE5PV5LYPIPEK7IAEYF7GOWRQLFQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Earbuds with Mic Black,https://www.amazon.co.uk/YOUSIPI-Earbuds-with-Mic-Black/dp/B06ZYTFR92/ref=cm_cr_srp_d_product_top?ie=UTF8,0.265278,16.0,5.0,0.0,330,27,2,2017-04-24,3
934,934,https://www.amazon.co.uk/gp/review/R365QSJVHTQWMD/,One Star,1,Came completely shattered. Pointless purchase. Do not buy!,1,2017-07-01,Chad Burns,AH3L7WADWRLDFFDTLXVNYPD7ZUBA,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AH3L7WADWRLDFFDTLXVNYPD7ZUBA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,,0,-0.10625,,,,58,8,5,2017-07-01,162
935,935,https://www.amazon.co.uk/gp/review/R1HFWGEYK33G5O/,I love how comfortable these pants are and that I can ...,5,"I love how comfortable these pants are and that I can wear them to work. They have a flattering fit. They do run short, especially after washing. That is perfect for me as I typically wear a petite size. I am 5'3"". This would be a problem for taller people.",0,2017-06-20,Chad Burns,AH3L7WADWRLDFFDTLXVNYPD7ZUBA,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AH3L7WADWRLDFFDTLXVNYPD7ZUBA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,YTUIEKY PANTS WHITE,https://www.amazon.co.uk/YTUIEKY-PANTS-WHITE/dp/B071KG3N6N/ref=cm_cr_srp_d_product_top?ie=UTF8,0.304762,2.0,5.0,0.0,257,57,5,2017-06-20,162
936,936,https://www.amazon.co.uk/gp/review/R1JB2KIU1RVZ1E/,Perfect tanks!,5,"This are AWESOME! I am 5'6"" and 160, unfortunately tummy is my trouble spot. These hide that flaw quite well and look super cute. I would buy in every color!",0,2017-06-17,Chad Burns,AH3L7WADWRLDFFDTLXVNYPD7ZUBA,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AH3L7WADWRLDFFDTLXVNYPD7ZUBA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,SATINATO VEST WHITE,https://www.amazon.co.uk/SATINATO-VEST-WHITE/dp/B071GV67Q8/ref=cm_cr_srp_d_product_top?ie=UTF8,0.251667,7.0,5.0,0.0,157,14,5,2017-06-17,162
937,937,https://www.amazon.co.uk/gp/review/R2PD59HAD2CLJA/,Highly Recommend Purchase (heck get two or three),5,"Best ear buds I've ever used and under $10. I would and do highly recommend these headphones, they're great! I use them while I mow the yard, I recently started a job that has me working from home 70% of the time and I put them in to keep me from getting distracted by my children playing and running around a couple rooms away from my office. They isolate the sounds very well. they are the most comfortable things I've ever put in my ear. Most in-ear headphones leave my ears very sore and uncomfortable after a very short amount of time. I have no such problem with these, other than the music playing, you can hardly tell that they are in. I listen to some very complex music; Try Scandinavian symphonic death metal (heavy bass, 30+ person orchestra, crazy guitar and drum solos). Most cheap earbuds seem to strip out a majority of the extremes and leave me with a very bland experience... Not these!",0,2017-06-02,Chad Burns,AH3L7WADWRLDFFDTLXVNYPD7ZUBA,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AH3L7WADWRLDFFDTLXVNYPD7ZUBA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,EM10 earphones,https://www.amazon.co.uk/XuDirect-EM10-earphones-Orange/dp/B071JBPQKK/ref=cm_cr_srp_d_product_top?ie=UTF8,0.111071,49.0,5.0,0.0,904,49,5,2017-06-02,162
938,938,https://www.amazon.co.uk/gp/review/R2GE915TXMQ54F/,"sturdy, comfy and bright",5,"Quite, sturdy, comfy and bright. My son loves it",1,2017-01-20,Chad Burns,AH3L7WADWRLDFFDTLXVNYPD7ZUBA,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AH3L7WADWRLDFFDTLXVNYPD7ZUBA/ref=cm_cr_srp_d_pdp?ie=UTF8,2,Bright Starts kaleidoscope safari portable swing,https://www.amazon.co.uk/Bright-Starts-kaleidoscope-safari-portable/dp/B01C5L5QN2/ref=cm_cr_srp_d_product_top?ie=UTF8,0.7,1.0,5.0,0.0,48,24,5,2017-01-20,162
939,939,https://www.amazon.co.uk/gp/review/RF3TV5O0RAJ3L/,Favorite Headphones,5,"Love these headphones. My favorites, hands down. I'm sure there are more expensive brands that are also amazing, but I don't want to pay the money. I have three pairs that I keep in various parts of my house, I wear them at home and take them to the gym with me 4 days / week. The sound is awesome, for me the earbud fit is perfect--just right. I prefer these over my husband's bose headphones--those don't go deep enough into my ear and the sound is inferior. I also don't like the way those fit. Buy these--buy several! You will not regret it!",0,2017-04-27,Kathleen Simpson,AFNN6VM6MY2DK3JU23MDNN3AQ54A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AFNN6VM6MY2DK3JU23MDNN3AQ54A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Earphones with Mic Red&Black,https://www.amazon.co.uk/Earphones-with-Mic-Red-Black/dp/B071RF4CXV/ref=cm_cr_srp_d_product_top?ie=UTF8,0.270635,9.0,5.0,0.0,545,19,2,2017-04-27,3
940,940,https://www.amazon.co.uk/gp/review/R2GD9POACIWSG3/,So Worth More Than Price,5,"These headphones surprised me when I received them back last week. The sound quality and durability is second to none. To elaborate a bit this is a product that cost less than �10 but operates like its cost is a thousand times more. As far as durability is concerned, I had it on my lap one day in the car. While on my way to the gym, I stopped by the grocery store and did not realized that I had dropped them, came back, drove away and realized at the gym that I had dropped them. I then went back to the same spot at the grocery store's parking and realized that it had been ran over either by me or another car. I wasn't to happy specially given the fact that I had planned on running 6 to 8 miles on the treadmill and was not planning on relying on the gym's mix of music to keep me going. I then adjusted the deformed ran over earphone with my hand and to my surprise the sound quality was still great and it ended up fitting my ears even better. That happened after I'd owned them for about a months and now fast forward to a month and they are still going strong.P.S. because I'd been training for a marathon I almost purchased a 120 doll pair of earphone prior.",0,2017-04-24,Kathleen Simpson,AFNN6VM6MY2DK3JU23MDNN3AQ54A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AFNN6VM6MY2DK3JU23MDNN3AQ54A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.2495239999999999,115.0,5.0,0.0,1170,24,2,2017-04-24,3
941,941,https://www.amazon.co.uk/gp/review/R12VGEZ81YRY19/,Definitely Reccomend!,5,"Truth be told, I only just received these today, and who knows, maybe they'll fizzle out fast, but that can happen with any brand, no matter how expensive they are. There's a few things I love about this product already that I wanted to share right away.1) They're ear buds. Yea yea, I know there's a lot of them, but there's more to it than that. I hate headphones, but it's the only way I've previously found to get decent sounding bass.2) They're SO comfortable in my ears. I love how the ear pieces are made, I can't even tell they're there.3) I've never had ear buds or headphones (mind you, I've gone with cheap stuff because I don't like having to spend a bunch of money on headphones and such that could turn out just as cruddy as any cheap brand out there) that have sounded so good! The sound quality is better than any regular headphones I currently own and they FAR outrank ANY other ear buds I've purchased at this price. I can't compare them to more expensive brands, sorry, but these are absolutely amazing compared to anything I've ever had. If these die out, I won't hesitate to purchase another pair, the sound is so clear and spectacular!They also arrived a day early (only took a few days), so I'm very pleased about the shipping. All in all, I have no regrets with this purchase. I may have only received them today, but I'm pleased pleased pleased!",0,2017-04-24,Crystal Sullivan,AGS3LT6WXSOHLDP5573YKIZXYBRQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGS3LT6WXSOHLDP5573YKIZXYBRQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.152839,115.0,5.0,0.0,1370,21,1,2017-04-24,0
942,942,https://www.amazon.co.uk/gp/review/R2L9C3UTPZBH1P/,Great value for your money!,5,":Still working great, no loss in quality. Still would absolutely recommend these. FANTASTIC value!Original review: Just got these headphones yesterday, and I couldn't be more pleased with my purchase. I was looking for an inexpensive pair of earbuds with good sound quality, and these fit my needs perfectly.I'm not sure what other reviewers were saying about the absence of bass. I've used them a lot in the past 24 hours after getting them, with a wide range of genres and can say that I was very pleasantly surprised by the quality of the sound and the clarity for such an inexpensive set of earbuds. The bass is not only full-sounding, but as punchy and clear as you would expect from headphones of a much higher price point. The treble is clear and well balanced in most cases, and the mids are a little muddy, but not so much as to take away from the overall quality of the sound.I also love the shape of the actual earbuds. They fit very well in my ears (I use the medium-sized tips), and do not fall out of your ears easily due to their design, as a similarly priced set might.Overall, these earbuds are probably the best quality for the price out of any others I have tried. I would highly recommend them to anyone looking for a good pair of earbuds at a low price point.",0,2017-04-25,Jennifer Graham,AFQINEWBW4U56KQWZ4UGI54Z4P2Q,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AFQINEWBW4U56KQWZ4UGI54Z4P2Q/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.198889,115.0,5.0,0.0,1280,27,1,2017-04-25,0
943,943,https://www.amazon.co.uk/gp/review/R15R4DWMKCX8FX/,YES! BUY THEM!,5,"These a the best ear buds I have ever owned or listened to, no question. Here are my reasons why:Sound Quality: They don't have 400 pound headphone sound, but they sound just about as good as my 130 pound headphones and better than any other ear buds I have ever heard. They fit inside your ear snugly, so they cancel out nearly all background noise and have a good bass feel.Durability: These things go through anything. I swing them around by the cord all the time (sounds weird, but it's hella fun) and they get knocked into wood, glass, concrete, etc. They've gone through the wash several times and still working great.Longevity: I've had many more expensive ear bud pairs, some around 20� and some higher end ones, and they never seem to make it past about 5 or a months. I've had these for one and a half months now.Price: wow 7� plus shipping is really amazing, especially for what you get.You can get ear buds that have better sound quality and bass response, better durability (maybe), but what these ear buds do is give you quality in every category, and for �10, to me that makes them the best.",0,2017-04-24,Craig Cole,AF5BSEHXTTOX64S2BUBHDLJS3TTQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AF5BSEHXTTOX64S2BUBHDLJS3TTQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.255655,115.0,5.0,0.0,1106,14,2,2017-04-24,8
944,944,https://www.amazon.co.uk/gp/review/R1S8IK1IOJ6REK/,great price,5,I am very happy with my purchase. I have worn it every day since I received it and have experienced no problems. I highly recommend the seller.,0,2017-04-16,Craig Cole,AF5BSEHXTTOX64S2BUBHDLJS3TTQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AF5BSEHXTTOX64S2BUBHDLJS3TTQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"AOKII Heart Rate Monitor,Wirless Fitness Tracker,Sport Wristband with Multi-Functions Activity Smart Bracelet Pedometer Watch",https://www.amazon.co.uk/AOKII-Wristband-Multi-Functions-Activity-Pedometer-Black/dp/B01MCQDMGM/ref=cm_cr_srp_d_product_top?ie=UTF8,0.6533329999999999,3.0,5.0,0.0,143,11,2,2017-04-16,8
945,945,https://www.amazon.co.uk/gp/review/R11KOLDYVKL3IT/,These are perfect headphones to just have around,5,"These are perfect headphones to just have around. My girlfriend and I have a few pairs that we just grab and use when walking or studying or laying in bed. I don't worry about losing them, and they provide AMAZING sound quality for the price. Perfect for college students prone to losing things.",0,2017-05-03,Kenneth Bennett,AHSKUY57IJR6257QHM2DCQ3HJ6ZQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AHSKUY57IJR6257QHM2DCQ3HJ6ZQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Earphones In ear Black&Blue,https://www.amazon.co.uk/Earphones-In-ear-Black-Blue/dp/B071NFGLRD/ref=cm_cr_srp_d_product_top?ie=UTF8,0.56,5.0,5.0,0.0,295,48,3,2017-05-03,33
946,946,https://www.amazon.co.uk/gp/review/R2OSXVE8GVMDKU/,Great Sounding and Replacable,5,"The best point I can make about these headphones are that they are low cost and replacable. I have a dog that really likes to chew up my headphones. I do my best at keeping my headphones out of reach, but if I make a mistake or forget then these are so cheap and sound pretty good that I don't get too upset. I just buy 5 at a time and always have a pair handy if he gets a hold of them. I have never had them break on me by any other means other than my dog chewing the ear buds off of them, but usually that seems to happen once a month. So I really can't say how well they last in the long run. The dog is still pretty young and will hopefully at some point get over these bad habits at which point I can commit to something more expensive, but in the meantime these sound great and I don't have to worry so much replacing them often. I think I am up to my tenth pair. Let that be a testament on the consistency of manufacturing for these. Not one pair out of those ten were defective.",0,2017-04-25,Kenneth Bennett,AHSKUY57IJR6257QHM2DCQ3HJ6ZQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AHSKUY57IJR6257QHM2DCQ3HJ6ZQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.21875,115.0,5.0,0.0,988,29,3,2017-04-25,33
947,947,https://www.amazon.co.uk/gp/review/RQS2RRK218ZWD/,Amazing Sound,5,Sound is amazing - especially for the cost. Received the first one and bought more for gifts. They love it also. Very impressed.,0,2017-03-31,Kenneth Bennett,AHSKUY57IJR6257QHM2DCQ3HJ6ZQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AHSKUY57IJR6257QHM2DCQ3HJ6ZQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Bluetooth Speakers, XuDirect Lamp Portable LED Wireless Speakers with Subwoofer Indoors Lamp for Bedrooms",https://www.amazon.co.uk/Bluetooth-Speakers-XuDirect-Portable-Subwoofer-WHITE/dp/B01MQD4EWA/ref=cm_cr_srp_d_product_top?ie=UTF8,0.464286,11.0,5.0,0.0,128,13,3,2017-03-31,33
948,948,https://www.amazon.co.uk/gp/review/R3NR2FINXSNXK6/,These things can take a beating,5,"I've been using these as backup headphones whenever my nicer headphones die. I've taken these things hiking and camping and when they are in my pocket, the cord is wrapped and tangled around my Mp3 player. I am not gentle with these at all but they still work! I'm amazed at how long they've lasted me despite my being rough with them. The quality is good enough for the price, but what really gets me is their durability. I'm not suggesting to intentionally try to break them, but they hold up really well under stress.",0,2017-07-20,Marcus Carroll,AERBPEO7YSLH3CUXBMHRXCCSA2YQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AERBPEO7YSLH3CUXBMHRXCCSA2YQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,,0,0.1178569999999999,,,,520,31,3,2017-07-20,49
949,949,https://www.amazon.co.uk/gp/review/R3I857DHJ02A2W/,Great Tanks,5,I have 3 of these tops and just love them. They are light and comfortable and hold up well in the wash.,0,2017-06-17,Marcus Carroll,AERBPEO7YSLH3CUXBMHRXCCSA2YQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AERBPEO7YSLH3CUXBMHRXCCSA2YQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,SATINATO VEST WHITE,https://www.amazon.co.uk/SATINATO-VEST-WHITE/dp/B071GV67Q8/ref=cm_cr_srp_d_product_top?ie=UTF8,0.4333329999999999,7.0,5.0,0.0,103,11,3,2017-06-17,49
950,950,https://www.amazon.co.uk/gp/review/R3LWEDN4B2V9GM/,Great headphones,5,"I can't believe I have been living without these headphones for this long. I had the iphone ones and they weren't a good fit to my ears and always fell out. When using them at the library, I would have to worry about not turning the volume up too high because I didn't want to disturb people around me. That's not the case with these headphones. It comes with 3 sets of different sized earpads to fit you just right. I tried out all 3 and the middle sized one fits good to me. They don't move around or fall out while wearing them and because the earpads fit snugly in the ear, they really isolate the sound. So the music doesn't even have to be that loud and it will sound great. I tested it by turning up the music to what was at a good level to me and when I took off the headphones, the music is not audible for people around me.This is such a great value. I just have to test it out by taking these to the gym and seeing if they will fall out while working out.",0,2017-06-01,Marcus Carroll,AERBPEO7YSLH3CUXBMHRXCCSA2YQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AERBPEO7YSLH3CUXBMHRXCCSA2YQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,EM10 earphones,https://www.amazon.co.uk/XuDirect-EM10-earphones-Orange/dp/B071JBPQKK/ref=cm_cr_srp_d_product_top?ie=UTF8,0.355317,49.0,5.0,0.0,966,16,3,2017-06-01,49
951,951,https://www.amazon.co.uk/gp/review/R2S1IVECI5T7BX/,Good case,5,"Good case, fits the iPhone 7 Plus perfectly, nice and thin flexible leather too.",1,2017-05-03,Ellen Brown,AGCET7L77GYYPNNTFJIXKOMVDCGA,2,https://www.amazon.co.uk/gp/profile/amzn1.account.AGCET7L77GYYPNNTFJIXKOMVDCGA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Willnorn iPhone 7 Plus Silicone Cover Shockproof Case,https://www.amazon.co.uk/Willnorn-iPhone-Silicone-Cover-Shockproof-Black/dp/B06Y6KJRFX/ref=cm_cr_srp_d_product_top?ie=UTF8,0.3,4.0,5.0,0.0,80,9,4,2017-05-03,9
952,952,https://www.amazon.co.uk/gp/review/RK7HX89XO9QSZ/,Good stand function and sounds great,5,"One of my friends brought this into party and I was amazed at the outlooking.and it attarcted me,so I bought it .There are bluetooth speaker with stand functions .Looks great and the sound quality is not bad at all.",0,2017-05-03,Ellen Brown,AGCET7L77GYYPNNTFJIXKOMVDCGA,2,https://www.amazon.co.uk/gp/profile/amzn1.account.AGCET7L77GYYPNNTFJIXKOMVDCGA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,YOUSIPI Bluetooth Docking Speakers Outdoor Portable Speakers NFC Connection Stand Tablet Holder Black,https://www.amazon.co.uk/YOUSIPI-Bluetooth-Speakers-Portable-Connection-Black/dp/B072L3WRD5/ref=cm_cr_srp_d_product_top?ie=UTF8,0.516667,4.0,5.0,0.0,215,36,4,2017-05-03,9
953,953,https://www.amazon.co.uk/gp/review/R3FY71J1BFE8XC/,I will stop wearing these when I am dead.,5,"These are my headphones. They don't break easily, they block out just enough of the outside world, the sound is good, and they're cheap enough to own several pairs so I'm not always searching for my headphones. Once I was on the bus and someone was being loud so I reached into my pocket to grab headphones and realized I was carrying 3 pairs of these with me. I love them.I never thought I would actually write a review for them, though, until last night. I put several pairs of jeans through our old, hot, not-at-all-gentle washer and drier, and when I took my pants out of the drier I realized a pair of these headphones had been left in the pocket. I almost threw them out then and there, expecting they would be totally wrecked, but I decided to see if they still worked first. They did. Just as well as before. And now they're very, very clean, too. These things are like tiny warriors. I'm a convert for life.",0,2017-04-27,Ellen Brown,AGCET7L77GYYPNNTFJIXKOMVDCGA,2,https://www.amazon.co.uk/gp/profile/amzn1.account.AGCET7L77GYYPNNTFJIXKOMVDCGA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.200476,115.0,5.0,0.0,916,41,4,2017-04-27,9
954,954,https://www.amazon.co.uk/gp/review/ROM6MPJ8FQN05/,"High quality, noise cancelling, and comfy",5,"These are much higher quality than I was expecting for the price. They're practically noise-cancelling, even at the gym with loud music playing in the background. I love that they come with different sized rubber pieces as my ears are slightly different size, so I'm able to use a small on one and medium on the other so they fit properly. Great product.",0,2017-04-24,Ellen Brown,AGCET7L77GYYPNNTFJIXKOMVDCGA,2,https://www.amazon.co.uk/gp/profile/amzn1.account.AGCET7L77GYYPNNTFJIXKOMVDCGA/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Earbuds In ear Black&Red,https://www.amazon.co.uk/Earbuds-In-ear-Black-Red-2/dp/B071XX1H6K/ref=cm_cr_srp_d_product_top?ie=UTF8,0.2175,20.0,5.0,0.0,354,41,4,2017-04-24,9
955,955,https://www.amazon.co.uk/gp/review/RHS3RCHOKISK0/,Love these pants,5,Love these pants. I choose more high waist pants now (ones that come to my belly button) so my shirts cover and if I have to bend I don't give anyone an unexpected surprise. The material is very soft but stays structured.,0,2017-06-18,Matthew Elliott,AEPHNUITV7ZO4QBSWPCKYGNXUUAQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AEPHNUITV7ZO4QBSWPCKYGNXUUAQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,SATINATO PANTS FOR WOMEN GREEN,https://www.amazon.co.uk/SATINATO-PANTS-FOR-WOMEN-GREEN/dp/B071XD63YW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.278,3.0,5.0,0.0,221,16,3,2017-06-18,17
956,956,https://www.amazon.co.uk/gp/review/R25KQ1QY9Z2I2X/,Five Stars,5,Very good quality for the price Iam happy with there performance so far,0,2017-06-05,Matthew Elliott,AEPHNUITV7ZO4QBSWPCKYGNXUUAQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AEPHNUITV7ZO4QBSWPCKYGNXUUAQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,EUKYMR 7.1 Channel Virtual USB Surround Stereo Wired PC Gaming Headset,https://www.amazon.co.uk/EUKYMR-Channel-Virtual-Surround-Headset-Black/dp/B071JFC2W9/ref=cm_cr_srp_d_product_top?ie=UTF8,0.603333,2.0,5.0,0.0,71,10,3,2017-06-05,17
957,957,https://www.amazon.co.uk/gp/review/R25XJRFNAO0TEQ/,You just can't beat it for the price,5,"Go to any store and shop for cheap ear buds. You will not find them at the price I paid. I bought two pairs.-They don't tangle badly like some others.-I'm no audiophile, but they sound great. Better than the older iPhone ear buds I was using-Soft and comfortable. Multiple sizes of plugs so they even fit my fiance's finicky ear holes-I got them for $6!!!!-I wear them at the gym and while mowing. I sweat. I sweat a good deal. No issues. Read some other reviews that said they break due to sweat. I'm not sure how it's humanly possible to sweat enough to ruin them if you're using them right.Some people use their buds all the time and are very sensitive to sound quality. I use them casually, maybe a few times a week for an hour or so. I love them and think they sound better than fine. If you're willing to pay more than $25 for a set, why not try these first? You'd only be out a few bucks if you didn't like them...",0,2017-06-01,Matthew Elliott,AEPHNUITV7ZO4QBSWPCKYGNXUUAQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AEPHNUITV7ZO4QBSWPCKYGNXUUAQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,EM10 earphones,https://www.amazon.co.uk/XuDirect-EM10-earphones-Orange/dp/B071JBPQKK/ref=cm_cr_srp_d_product_top?ie=UTF8,0.179048,49.0,5.0,0.0,921,36,3,2017-06-01,17
958,958,https://www.amazon.co.uk/gp/review/R3BFHOGMGG67UZ/,no problem,5,My child has been using these for the past couple weeks now and loves how they don't hurt her ears like previous ones did (this is her 4th kind of headset). She likes to Skype with them and has no problems hearing or others hearing her.,1,2017-04-29,Dustin Weaver,AFZ7VXALYDSBGQ4CQG6LBGWDNEJQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AFZ7VXALYDSBGQ4CQG6LBGWDNEJQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"PS4 Headphones,SA708GT 3.5mm Gaming Headset with Microphone,Noise Cancellation Music Game Headphone forXBOX 360 Tablet PC Mac Mobile Phones",https://www.amazon.co.uk/Headphones-SA708GT-Microphone-Cancellation-Headphone/dp/B06XPX2F7Z/ref=cm_cr_srp_d_product_top?ie=UTF8,0.0611111,1.0,5.0,0.0,236,10,3,2017-04-29,5
959,959,https://www.amazon.co.uk/gp/review/RAMO1YYCR2VPU/,Surprised by the excellent fit and good sound quality!,5,"When I bought this pair of earbuds, I was only looking for a relatively cheap set to take on a bus trip. These far exceeded my expectations. Having never experienced earbuds that fit into the user's ear canal as these do, I was very impressed by how comfortably they fit into my ears and how well they stayed there. As for the audio output, they provide a full sound throughout the spectrum, at least to a layman such as myself.",0,2017-04-27,Dustin Weaver,AFZ7VXALYDSBGQ4CQG6LBGWDNEJQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AFZ7VXALYDSBGQ4CQG6LBGWDNEJQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Earphones with Mic Red&Black,https://www.amazon.co.uk/Earphones-with-Mic-Red-Black/dp/B071RF4CXV/ref=cm_cr_srp_d_product_top?ie=UTF8,0.229167,9.0,5.0,0.0,428,54,3,2017-04-27,5
960,960,https://www.amazon.co.uk/gp/review/R19D811TJS0N5P/,"Great price, good construction and sound",5,"There is no reason I shouldn't throw this into the 5 star rating. Price alone makes this worth buying. Are you getting Beats by Dr. Dre?.. no you are getting a solid unit.I bought these after I lost my travel set.First the negatives:The cord quality isn't amazing. I could see this unit fray and start to short out (as so many of my buds have done). Though I have to admit I wind these around my hand and throw them into my laptop case and the cables aren't looking too bad.The sound is OK... quiet compared to others I have tried (but notice others were more expensive than this).The good:My problems with my last headset is that the ear buds kept falling out. This unit will not have that problem, in fact getting the rubber off and on is kind of a pain... but a much better pain then losing them.The price is unbeatable for what you get.I find this comfortable (again compared to similar models).You looking for a headset that works, is worth the money then you want this unit.",0,2017-04-24,Dustin Weaver,AFZ7VXALYDSBGQ4CQG6LBGWDNEJQ,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AFZ7VXALYDSBGQ4CQG6LBGWDNEJQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.25625,115.0,5.0,0.0,980,40,3,2017-04-24,5
961,961,https://www.amazon.co.uk/gp/review/RKI2DS2RIVH3G/,Great Quality for a Reasonable Price,5,"These are some of the best in-ear headphones I've ever bought. I first tried them out on one of my favorite songs that I listen to often so I could easily compare them to other earbuds I have. I was honestly amazed at what I heard, it was like hearing the song for the first time, the quality was that much better. I've bought more expensive earbuds that accomplish less. The three best parts of this product are: 1) low price for great quality, I got these for about �10; you could probably find something superior but it would likely cost �100 and it would only be marginally better 2) extremely comfortable, the ergonomic design works great and I sometimes don't realize they are in my ears if music isn't on, 3) I love my music more; certain songs with a lot of base sometimes used to annoy me but they sound so much better with these headphones that I have changed my mind about those songs. When I bought these, the description didn't mention it, but they do come with the normal three sizes for the rubber part that goes in your ear, with the middle size already attached. They have worked flawlessly so far, but I've only had them for about a week, so I'll update my review if anything goes wrong later on.",0,2017-04-27,Roberto Washington,AHZO6VQGYLSETUUL7THUENYSQ77A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AHZO6VQGYLSETUUL7THUENYSQ77A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,In Ear Earphones Black,https://www.amazon.co.uk/XuDirect-In-Ear-Earphones-Black-Green/dp/B07166Q1VW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.265811,115.0,5.0,0.0,1214,36,1,2017-04-27,0
