,USER_ID,PRODUCT_ID,RATING,DATE,LABEL,REVIEW_TEXT,AVERAGE_RATING,RATING_DEVIATION,TOTAL_PRODUCT_REVIEWS,REVIEW_LENGTH,RATING_CATEGORY,SINGLE_RATING_CATEGORY,REVIEW_COUNT_DATE,SAME_DATE_MULTIPLE_REVIEWS,MAX_USER_REVIEWS_DAY,TIMESTAMP_DIFFERENCE,AVERAGE_USER_REVIEW_LENGTH,TOTAL_USER_REVIEWS,PERCENTAGE_POSITIVE_REVIEWS,RATIO_POSITIVE_NEGATIVE
95963,8498,548,4,2014-10-13,1,"Woorijip is my savior when I'm in the mood for cheap, convenient, comforting Korean food. Whenever I'm feeling under the weather, nothing clears up my stuffy nose than something with Korean spice. Found deep in the hustle of K-Town, between other Korean BBQ places and Karaoke bars, Woorijip is perfect for a grab-and-go meal. This place is always packed with customers and the atmosphere is similar to a fast-casual dining place. Along the left side is the hot buffet items which rotate regularly and always offer a wide assortment of classic Korean dishes. Nearer to the back are pre-portioned entrees and soups. My favorite is always the Korean sushi, which makes a great snack. In addition to their selection of hot food, there's also a wide selection of sodas, juices, beer, and spirits. The Korean juices are always interesting and worth a try. The prices are fairly comparable but if you're not careful the weight-based pricing can turn around to bite you. However, the pre-portioned containers run at 3 for $12 and is more than enough for one person. But if you want a wide selection, Woorijip is perfect. I will definitely be back when I'm craving Korean again.",3.9789864029666253,0.021013597033374687,1618,1170,1,1,2,0,1,317 days,1115.6666666666667,3,100.0,14.557692307692308
307591,145201,799,2,2014-10-29,1,"Waited three hours for a table. Saw famous people. Ate disappointing sandwich. All in all, not a great experience.",3.8115942028985508,1.8115942028985508,414,114,0,1,1,0,1,0 days,114.0,1,0.0,7.28
283237,137532,745,5,2013-03-20,-1,"I have been coming here for the past few months, each visit just gets better. The beer list is awesome, changes every day and there is always something new to try. Had friends in from out of town a few weeks ago, who are big beer lovers. And it was craft beer week. So they had a bunch of beer events on. I had the Dogfish 120 minute which is my favorite. We ordered some app's for our table(Sliders, Nachos and Guacamole) were delicious. Staff were very Knowledgeable and attentive. Always a couple of Irish lassie's around. Love the accent!! Music was cool, classic rock, good buzz if you want to show some tourist/beer lovers a good night out or just in midtown, it's right by penn station. They also have a happy hour on sat nights and $5 special Kick the kegs on sundays. I know where i will be at the weekends.! All round it's a cool place to chill and drink good craft beer!",3.76875,1.2312500000000002,480,881,1,1,1,0,1,0 days,881.0,1,100.0,7.421052631578948
87662,5762,251,3,2014-06-05,1,"Came here on a sunday just right after they opened. It was reasonably easy and service was nice and helpful. The overall experience was OK, not worthy of the overall hype based on my lunch experience. We tried the steamed pork buns, the fried duck dumplings, the o.g. momofoku ssam, and the duck over rice. The pork buns were a standout, the duck dumplings were underwhelming (the fried aspect overpowered any resemblence of duck and tasted like a ball of fried batter), the o.g. momofoku ssam was way too overpowering (extremely sweet, messy, and not very creative) and the duck over rice was just that. It would be a place I would try again only if someone pushed me hard and I would get different items (would get the pork buns again though).",3.8642311886586698,0.8642311886586698,1834,745,1,0,3,1,2,833 days,944.3055555555555,36,86.11111111111111,7.691943127962086
246699,75114,906,4,2014-04-14,1,Today my girlfriend and I decided to eat Malaysian food. We were very pleased with the service and the dimmed lighting of the place. Definitely recommend others to come here for dinner. We ordered Curried Chicken over rice and Hanian Chicken over rice (delicious). This deserves a 4 star review because the portions of the meals were very small and some of the chicken were dry.,3.82014987510408,0.1798501248959199,1201,378,1,1,1,0,1,4 days,371.0,2,100.0,7.962686567164179
313293,42312,304,4,2014-01-25,1,"I love Martha. It's one of the most beautiful restaurants in town-- fantastic ambiance, original and inspired meals and drinks, genuinely friendly, warm, and attentive staff, and never so busy that you can't get a table or have to scream across the table to be heard. I would have given it five stars except for this reason, and I hope that the owners are listening: I understand their reasoning behind changing from Brooklyn Sandwich Society, but I truly miss BKSS. I think it was a better restaurant then, for brunch anwyay. And Martha is a better restaurant at night. As a compromise, I would love it if at least the brunch had a better sandwich option than the ""breakfast cheeseburger"" or whatever it is. It's just a little overboard, and too large and too messy and greasy to enjoy as a sandwich anyway. It tastes good, but for breakfast, I'm just not really into it. At least do something else-- there used to be this merguez breakfast sandwich with scrambled egg on a delightful brioche bun and I could never get enough of that thing. Also, I miss the picked jalapeÃ±os that came standard with every table. Now you have to ask for them and I'm not even sure if they always have them anymore. And lastly, their menu has changed to almost be a menu of nothing but dishes inspired from China, Japan, Thailand, Vietnam. I like that they borrow ideas and techniques from those cuisines, but their menu is almost becoming a fancy Chinese restaurant more than anything. I miss some of the more New American options they once had on the menu; at least to have some variety. If I want Chinese food, I'd rather just go to a nice Chinese restaurant. Seems like they are going through a slight identity crisis and I am not sure what I think about it because, admittedly the food is still excellent. I just miss the stuff New American that used to be on the menu that they did really, REALLY well. But, all things considered, I highly recommend this place, especially for dinner. It's a really special spot and would make for a unique date place.",3.878504672897196,0.12149532710280386,107,2040,1,1,2,0,2,302 days,971.5,4,100.0,5.6875
277162,18491,722,3,2011-04-05,1,"Avocado toast: Â YUM. Â I looooove avocado so you really can't go wrong with it for me. Â Strong on the lemon flavoring and the red pepper flakes added just a tinge of spicy. Â  Cous cous w/chicken: Â I felt like the cous cous itself was a bit bland and dry. Â It tasted a lot better if eaten together with lots of hummus and the green sauce (no idea what that was) that it comes with. Unfortunately, there was not enough hummus and sauce to accompany every bite of cous cous, so I was left with some dry and bland ""rice"" at the end. Bottom line: Â I would still come back just for the avocado toast. Â YUM!",3.7768014059753954,0.7768014059753954,569,607,1,1,2,0,2,858 days,590.3461538461538,26,100.0,6.586666666666667
257995,129513,668,5,2012-11-22,1,"Do not go here if you are a vegetarian or into carbs. Â It's all meat! Â There isn't even any pasta here. Â It's awesome, though, and I loved the rooftop dining.",3.7200135915732244,1.2799864084267756,2943,161,1,1,1,0,2,0 days,310.5,2,100.0,5.235169491525424
41774,32175,99,4,2014-02-06,1,I came in on a weekday with a few people and the service was really good and the atmosphere was relaxing. The food was well made and crafted nicely. This little gem is something not usually found in this neighborhood which was a pleasant surprise! :),4.275862068965517,0.2758620689655169,145,250,1,1,1,0,1,165 days,473.5,2,100.0,19.714285714285715
314531,2263,829,3,2009-08-30,1,"I've been to Cafe Henri a couple of times for take out and sit down meals. Generally the food has been pretty good (esp the brunch and crepe items), making this an especially popular spot in restaurant starved LIC. The service on the other hand is a whole other story. I generally just focus on food at restaurants and don't really complain about if the service is less than stellar. But the past weekend when I went, the service was so rude and disrespectful it actually made me angry! I went with my younger sister and boyfriend here for brunch the past Sunday. My sister wasn't hungry and just ordered the chocolate croissant. My bf ordered the egg and sausage platter and I got the orange, caramel crepe. The chocolate croissant came out after a few minutes, and then nothing else came. It was a busy morning and we just assumed they're backed up with orders. After 30mins we saw people who arrived after us getting their food and when we hailed the waitress over to our table she asked us if we wanted anything else. Basically she totally forgot about the rest of the order and never put it into the kitchen! Afterward, there was no apology no indication of when our food was going to arrive. She just casually walked away. Then after our food arrived, we asked for salt and pepper since we were one of the few tables without a condiments set. She took one from an empty table and angrily set it down. Halfway through the meal another table asked for salt and pepper and instead of taking the shakers from the empty table next to us the waitress comes over to our table takes ours without a word! This whole experience let me with a really bad taste in my mouth and I think it'll be a while before I come back here. The only redeeming quality about the whole experience was the food. The scrambled eggs were perfectly cooked, not too runny and not overly browned. The home fries were really tasty with just the right amount of seasoning. The crepe was also very good. Soft and thin with just right amount of fruit and caramel filling. Maybe I'll just do takeout from now on...",3.9418282548476453,0.9418282548476453,361,2081,1,0,1,0,1,1994 days,1251.45,20,95.0,11.448275862068966
240323,123260,630,5,2014-05-06,1,"Fonda is by far my favorite bottomless brunch in the city! I've tried pretty much everything on their brunch menu, and every single item was delicious. The drinks are great too, and they will keep them coming the whole time you're there! I'll be back again soon...",3.9554317548746516,1.0445682451253484,359,264,1,1,1,0,1,0 days,264.0,1,100.0,9.878787878787879
242486,6330,289,3,2013-04-23,1,So cultural taste it is. I tried the mixed platter this time including three sauces. The green one impressed me with its spicy flavor.,4.431972789115647,1.4319727891156466,1176,134,1,0,1,0,1,191 days,175.37037037037038,27,96.29629629629629,26.348837209302324
193460,7197,524,3,2014-09-28,1,"Mighty Quinn's operates like the chipotle of BBQ. I had really high expectations after trying their brisket sandwich at Smorgasburg this summer. The brisket I had there was not fatty at all and super tender. They also topped it with pickles, hot peppers and a generous amount of BBQ sauce. YUM. I remember it being the perfect bite. Still thinking about it now..yum! 2 of the guys in our group ordered ribs, I ordered the brisket again and another friend got a pulled pork sandwich. You line up and tell them your order aswell as the sides you like, we tried the beans which were amazing , the broccoli salad and the sweet potato with maple pecans. You also get a bunch of free add-ons such as coleslaw, pickles and peppers. Everyone LOVED the sweet potato side but it's more of a dessert than anything, very sweet and tastes strongly of caramel. We all also ordered beers because you gotta have a beer with BBQ. It's overall a fun and laid back place to go but I wasn't as impressed with the brisket as I was before.The pieces they cut for me were extremely fatty this time around. Some people will also probably like that the BBQ sauce is on the table but it's not fun when your friends are hogging it and your brisket sandwich is dry. Wish I could go back to the perfection of that Smorgasburg brisket Sammy right now. Mighty Quinn's is still a top choice for some good meat and much easier when you have a large group since you never have to worry about splitting bills. The prices are also decent at about $9.25 a serving and sides for about 4 dollars. If you're looking for a less fatty cut I suggest telling the guys behind the counter because otherwise you might be disappointed Â like I was.",4.1352813852813854,1.1352813852813854,924,1700,1,0,2,0,1,926 days,1332.8846153846155,26,88.46153846153845,13.903225806451612
69641,48731,234,5,2014-07-23,1,Can't say anything about the food but good happy hour drinks nice atmosphere awesome bartender,3.8088737201365186,1.1911262798634814,293,94,1,1,1,0,1,0 days,94.0,1,100.0,5.659090909090909
332165,152930,629,3,2012-01-28,1,"Got delivery. Ordered the beef platter. Smallest portions of mediocre beef and sides I have ever payed $20 for. The food was OK but for that price and the small portions I need to be entirely blown away. Probably my last time eating from this place. I'll spend the same amount for better quality meats and larger portions at bare burger EDIT----------------------------------------------Â­--------------------------------------------------Â­---- So I can't discourage take out or delivery enough. But the dine in experience was really solid. The wait staff was very friendly and sweet and I always like BYOB even if they charge a small (corkage? but also for beer, so I don't know what to call it) fee. Sandwiches were all really good especially the pblt. Outdoor seating is really the highlight of the restaurant. Â Portions are still a little underwhelming but I think they get away with it since it is all local and grass fed. Â Probably the best cole slaw I've had since moving from home. More like 3/12 stars but I'm rounding down because the check presenter said Â SERVICE NOT INCLUDED and CASH TIPS APPRECIATED. I am a server I know how nice it would be to put this on cash presenters. But you are selling 20-25 dollar entrees and 12- 16 dollar sandwiches. Don't insult customers with that stuff. Unless you want to be a diner and have diner prices and service. Still 2 stars for delivery. Don't do it.",3.9275808936825887,0.9275808936825887,649,1409,1,1,3,1,1,0 days,1409.0,1,100.0,6.292134831460674
218752,115278,572,5,2012-09-11,1,"Ok, so I don't usually write reviews on here, and a part of me almost doesn't want to write a review on yelp about this place because I want it all for myself. But after going here tonight I had to. The food and drinks are insanely good (I had the black bean burger) and the bartender is beautiful! Definitely planning on getting back to this place ASAP. Highly recommended.",3.6319018404907975,1.3680981595092025,163,374,1,1,3,1,1,0 days,374.0,1,100.0,3.657142857142857
355856,27445,909,5,2010-03-05,1,"What a phenomenal place! Seriously - I rarely care enough to write more than a two-liner, but this place is so so so worthy. Amazingly tasty Thai food combined with a beautiful and unique decor. On top of all that, it is so reasonably priced that i actually consider it irrational not to return... Unlike other places where something you order always turns out to be a dud, not a single dish that our party of six ate was anything less than magnificent. We started with the delicious Golden Triangle which was pure fried heaven served with a fantastic plum saki sauce. Had this along with the calamari which was damn good also. Â  For my meal I had a dish i could not even have imaged in my wildest dreams - the Lychee Siamese Duck with lychee fruit, pineapples, cherry tomatoes and basil.",3.7377746279234585,1.2622253720765415,1411,789,1,0,1,0,3,2515 days,396.54545454545456,33,93.93939393939394,7.017045454545454
109925,4903,310,4,2006-05-12,1,"Yes this is a chain, no not all locations are created equal. Dim, Swanky, Comfy Seats, Plenty of Â ""Professional types"" eating at the bar during lunch. Â GREAT HAPPY HOUR CROWD, drinks are still the same price, but good time to people watch. Romance Factor: Â 8 Hobnob Potential: Â 8 Destination Rating: Â 8 **This LOCATION HAS A BAND DURING HAPPY HOUR Can get a little on the noisy side which is great if you do not want someone overhearing your conversation. Strong Suggestions: Knife and Fork (Ribs), Great Dip, Tortilla Chicken Soup (very filling) Great Burgers",3.966183574879227,0.0338164251207731,621,565,1,1,1,0,1,3200 days,805.0980392156863,51,100.0,9.35
15188,13846,43,3,2009-09-06,1,"Brunch today. Â LOUD! Â Something of a scene. Â Delicious Dandelion salad and grits. Â Fritata a little tough--maybe serving it in a cast iron skillet is cute, but leads to overcooking? Â Our waiter? Very charming.",3.8003613369467026,0.8003613369467026,1107,214,1,1,1,0,1,1599 days,913.3333333333334,3,100.0,8.302521008403362
118952,72905,537,5,2012-08-28,1,"Unquestionably, two of the best meals I've ever had have been here at Colicchio and Sons during the Summer 2012 Restaurant Week. Â From the availability of the full menu to the attentiveness of the waitstaff and maitre d', this is clearly a restaurant that highly values every customer and wishes to create a completely engaging dining experience. Â Service was perfection - courteous, friendly, informative. Â The food was astounding - every dish so delicious I feel a little guilty listing them by name since the rotating menu means many of them won't be available for long. Â The TC Burger is definitely a can't-miss menu staple - perfectly cooked and simply dressed. Â Likewise, the zeppolis on the dessert menu are complete heaven - light and sweet and served with delectably rich chocolate sauce. Â Also, for those of you who prefer not to drink with dinner, but want something beyond sodas and iced tea, they have a great selection of varietal grape juices and other non-alcoholic beverages. Â All-in-all, my favorite restaurant in New York, bar none.",4.331550802139038,0.6684491978609621,187,1058,1,1,1,0,1,560 days,849.0,2,100.0,14.583333333333334
237529,32487,621,4,2011-07-27,1,"FAMILY SIZED PORTIONS- LOVE! WARM SERVICE- LOVE! CLEAN, HOME-Y ATMOSPHERE- LOVE! the location is great and the restaurant has a friendly vibe. great for a date or a family dinner. every time that i've gone, my waiter has always been accomodating, welcoming and attentive. =) my favorite dish? mussels fra diavolo",4.021087680355161,0.021087680355161176,901,312,1,1,2,0,1,1085 days,1479.25,4,100.0,10.855263157894736
327671,11784,861,4,2013-07-17,1,"I stopped at the bar this afternoon. Â I had noticed the sign yesterday and was thinking of trying it for lunch next week. No beer on tap so I went with a Prosecco instead. Â The bottled beer selection is interesting - no Bud, no Miller, nothing boring - I saw Abita Light, Allagash White, Racer 5 IPA, a few more. Â Ten seats at the bar. Â Back bar looks OK. Decor is attractive - a combination of modern and country motifs. Â Bar and table surfaces look like burnished steel; bar stools are metal; lots of Â unfinished wood on the walls.. Lighting directly over the bar looks modern. Â Lighting in the back dining room uses mason jars arranged in a chandelier pattern. Â Tables have linen napkins but no tablecloths Background music today was the Great American Songbook - lots of old stuff which I like but it's not for the younger crowd. Front of house is the owner; or at least she was there today. The place seems to specialize in tapas which I like. Â I glanced at the menu. Â I will try to stop by for lunch sometime soon. Â Prices are moderate. Second visit - had a very nice Racer 5 IPA. Â The fish and chips were just OK. Â It did not help that they were using catfish instead of cod. Â But I still like the place and will try more of the menu.",3.975206611570248,0.024793388429752206,121,1255,1,0,1,0,2,2040 days,837.08,25,96.0,10.0
169056,95059,467,4,2013-11-28,1,"I wanted to go to some bars that had mixologist, and Employees Only was one of the places I wanted to go to. Â  Great bartenders!! Looking forward to returning for more drinks and some food",4.043575418994413,0.043575418994413084,895,189,1,1,1,0,1,0 days,189.0,1,100.0,12.984375
106141,66731,296,4,2013-01-01,1,"I rang in the new year with some friends at Buvette, and it turned out to be a great idea. The food and wine list get a solid five stars, but the service seemed to try too hard to emulate French stereotypes, hence the four-star rating. While the wines are definitely the most expensive items on the menu, they were solid and fairly reasonable by the bottle (for NYC standards). As I was with a larger group, we were able to try about half the dishes on the small menu, and all were astounding. Particular shout-outs go to: - Cassoulet: incredibly rich and warming for a winter night. - Brandade de Morue - melt-in-your-mouth salt cod, perfect on their toast - Oxtail Marmalade - a must-have! - Mousse de Foie de Volaille - their homemade chicken liver mousse was the perfect balance of salty and creamy. - Tarte Tatin - the perfect way to end a meal, the apples deliciously caramelized While the plates initially seem small, they pack such a rich and hearty punch that you won't go away still hungry. Whether you're trying to find a place for a romantic date, a way to impress your out-of-town guests, or just a pick me up on a dreary day, look no further than Buvette.",4.01948051948052,0.019480519480519654,616,1169,1,1,1,0,1,0 days,1169.0,1,100.0,8.777777777777779
67213,29555,177,5,2011-05-31,1,"OKAY SO this place delivered this weekend. Sunday night we went out to dinner at Freeman's, intent on an hour and half or so meal. We left almost four hours later. I can truly say these things: 1.) This is by far the best hot artichoke dip I have ever had in my entire life. 2.) The chicken entree is possibly the best I have ever had, definitely top two. 3.) I don't know what is in the cocktail, ""The Freeman"", but it is fantastic as well. 4.) I LOVE my friends on the waitstaff. HI ANDY!! Additionally, having the entire couch area in the upstairs lounge was excellent, and I felt like a character from Dead Poet's Society, only with booze.",3.8806451612903228,1.1193548387096772,1240,643,1,1,1,0,1,417 days,1071.0,8,100.0,8.763779527559056
17675,14494,51,3,2012-12-07,1,"For this review I will be co-opting the vocabulary of another Yelper: Rolled up in dis dope resto wit my boyz Evan R.eFlex and Garrett ""Tha General"" P for some serious hoggin and not like da kind a hoggin you do when you lose a bet. All kinds a bishes on dates and legit ""cocktails."" For some reason their drinks ain't got real liquor so I couldn't get my usual grey goose and mountain dew. The colada was off the muhfuggin hookunut so I ordered two of em. Pork jowl was fresh ta def and we crushed tha cumin-spiced lamb ribs with the yogurt and flatbreads like the bow-legged chick with tha extra toe at last call at a JC bar.",3.8004201680672267,0.8004201680672267,476,627,1,0,1,0,1,2090 days,705.1818181818181,33,96.96969696969697,6.104477611940299
308912,100628,803,5,2012-07-07,1,"Been here twice - once just for drinks at the bar and once for dinner. Both times the staff was amazing. Â Music - not what I want - usually led zepplin or something similar - why? It's so gorgeous in there keep up the ambiance! Love the setting it's so intimate and I always enjoy exposed wood. Anyway - drinks were great - the food is AWESOME My husband and I shared their salad with the walnuts appetizer - that was flippin awesome awesome so awesome! I got regular pasta and pomodoro (can't really mess that up) but my husband got the truffle ravioli and he is still talking about it. Â In fact I wish he would shut up! Â I get it, it changed your life, whatever I can't eat it so you're making me hungry! Also their bread comes in a little pot.",4.052816901408451,0.947183098591549,284,749,1,1,1,0,1,110 days,1153.0,2,100.0,8.161290322580646
136815,80887,398,4,2012-09-17,1,"Ootoya, as others have mentioned, is a chain in Japan known for teishoku, or set meals. Neither the interior nor the prices look like they're part of a chain, but what do I know? That said, the atmosphere feels nice and classy, and the presentation equally so. My party of two were seated at the counter in front of the yakitori grill, but sadly we weren't feeling up to yakitori that night. I ordered a yuzu-infused sake and the hamburg entree with a side of white rice (as compared to a set meal) and my total was about $30. It looked small, but was immensely filling. She was also satisfied with her gyutan entree. Our server was unobtrusive and stopped by only thrice - to take our order, check on our food, and then seeing if we wanted anything more or just the check. Since we were engaged in conversation with each other, though, that was fine by us. Do be prepared for a wait, though. My friend and I dropped by a bit before 9PM and waited about 20 minutes to be seated; there were 4 parties before us, and yet more people coming in after. We'll still probably come back to try more dishes off their menu.",4.188963210702341,0.18896321070234112,598,1113,1,1,1,0,1,492 days,2164.0,4,100.0,15.162162162162161
255508,128587,282,5,2014-05-20,1,"i was just walking by just after lunch and grabbed a pork sandwich to go, i am currently trying to fake a work emergency so i can go back and get another, shame i don't work in the area as i would eat here all the time!",4.353092783505154,0.6469072164948457,388,219,1,1,2,0,1,0 days,219.0,1,100.0,26.714285714285715
118396,72592,343,1,2013-11-08,-1,"Had a disappointing experience here prompting me to post a very rare Yelp review. Â Called in advance to make a dinner reservation with my wife's family. Â When I called, I told them we would have a small, well-behaved baby with us in a car seat. Â I said I wanted to make sure that was alright. Â The guy I spoke to was very nice and took the reservation for 7:30. Â He said he would make a note of the baby so they could accommodate us at an appropriately-sized table. At 3:30 the day of the reservation I got a call from the hostess saying there had been a ""mistake"" with their reservation system and they could only seat us at 6 pm or 9 pm. Â Of course neither of those worked, so she cancelled our reservation. Â Surprisingly, she wasn't particularly apologetic about the cancellation. Â She seemed to regard it as our fault for not being prepared to accept the offer of a 6 pm dinner reservation. Â (Who gets home from work by 6 pm?) The odd thing is that a few weeks before, I stopped by in person and asked the hostess about making a reservation on a different night, also mentioning we would have a small baby. Â At the time she also told me they could accommodate us only at 6 pm or 9 pm. It's perfectly fine if the restaurant isn't kid friendly. Â (Although maybe a bit surprising, since Jack the Horse bills itself as a neighborhood institution in a neighborhood that is full of families with young kids.) Â I certainly don't think all New York restaurants have an obligation to be kid friendly. Â And I don't mind if they have a policy of trying to seat parties with kids before the dinner rush (or after it). Â But taking a reservation with full knowledge that it includes a kid, then calling back to cancel a few hours before dinner strikes me as very poor form. Try Sociale instead. Â The food is better, the staff more accommodating, and you don't have to worry about the restaurant drumming up a phony excuse to cancel on you a few hours before your reservation.",4.003533568904594,3.0035335689045937,283,1980,0,1,1,0,1,0 days,1980.0,1,0.0,10.32
91382,8150,257,3,2013-07-28,1,"Only 15-20 min. wait for Sunday brunch (no reservations taken for weekend brunches), but slow service and we were very thirsty as our drinks were never once refilled, even towards the end of brunch when it wasn't that busy anymore. Â  The free bread basket comes with 1 slice of moist, delicious banana bread, 3 slices of forgettable raisin bread, and pink butter. Â I mistakenly thought the pink butter was whipped strawberry cream cheese and took a big ole bite. Â Big mistake!! Â Bleh - it's just pink butter - no unique flavoring. Â Just colored, whipped butter. We ordered the Waffle with Berries and Peach Waffle Â - the only 2 waffle options on the menu. Â (No pancake options, but a whole bunch of egg/omelette dishes for brunch.) Â The waffles were good, but nothing special. Â They're both plain waffles topped with fruit. Â The berry waffle was better than the peach waffle, however, because it had fresh fruit, as opposed to canned peaches. Â  If I come back, I'm trying the chocolate bag for dessert! Â (Not on the brunch menu, but they serve it throughout the day/night if you ask for it.)",3.66394779771615,0.6639477977161499,613,1103,1,0,1,0,1,622 days,1030.14,50,90.0,6.045977011494253
74639,51628,209,5,2013-08-15,1,This place has the best HOT HOT HOT wings. I always go to this place with my friends & we spend a lot of times there. They also have good burger n beer collection. I wish this place was little more bigger. If u r looking for HOT HOT HOT wings then I would highly recommend this place to u. Best wings in the town.!!!,3.9224137931034484,1.0775862068965516,580,316,1,1,1,0,1,0 days,316.0,1,100.0,7.055555555555555
30376,3194,79,5,2006-07-02,1,"This restaurant sums up everything that is good about New York City. Â In what other city can you get fabulous, exciting food until 4 a.m.? And eat it off white tablecloths? I ended up here at 2:30 a.m. on a Wednesday Â and still had to wait for a table. Luckily, the wait wasn't long. My friend and I had been dreaming of the marrow and oxtail marmalade for like, forever. It did not disappoint, even after a combined three years of wanting to try it. That's pretty incredible, if you ask me. 24 hours later, I swear I could still taste it. It sounds like a weird dish but it's really out of this world. Next time you're sitting around the apartment at 2 a.m., wondering what to order from the diner ... get your butt in a cab and go to Blue Ribbon. Your wallet will be considerably lighter but your tummy will love you.",4.28,0.7199999999999998,725,821,1,0,1,0,1,173 days,709.6363636363636,11,90.9090909090909,18.07894736842105
275016,135079,797,5,2013-04-16,1,"My first time here was kind of a blur because we were a large group and ordered about 8 different pizzas and they were all so good that we pretty much blacked out and inhaled everything. So I came back again recently and was blown away again. I just...can't. My favorite: Cherry mother-effing Jones. Feel like bacon love was also amazing. greenpointer is great if you love arugula like i do. even just a plain regina (mozz, tomato, basil) is amazing. If you're like me and get hangry, come at least an hour before you know you'll be hungry. Just go. Let it happen.",4.333333333333333,0.666666666666667,684,564,1,1,1,0,1,0 days,564.0,1,100.0,13.25
18516,16303,57,4,2013-01-01,1,I went here about a month ago for lunch and was so charmed. Lovely spot!,3.91726618705036,0.08273381294964022,278,72,1,1,1,0,1,0 days,72.0,1,100.0,7.6875
123119,15513,553,5,2013-08-21,1,Wonderful owner who makes nearly everything on the menu from scratch off his age old family menu. Let's keep this joint alive and make it thrive in the neighborhood.,4.203389830508475,0.7966101694915251,59,165,1,1,1,0,11,109 days,335.45,20,100.0,8.833333333333334
176706,98046,482,5,2014-10-12,1,Wonderful romantic dinner spot with an amazing seasonal menu and robust wine list. The polenta was some of the best I have ever had - but you can't go wrong. Everything is amazing.,3.8275058275058274,1.1724941724941726,429,180,1,1,1,0,1,0 days,180.0,1,100.0,5.919354838709677
42752,32806,100,5,2013-05-08,1,"So, its my friend's birthday weekend and I missed out on the previous night's drinking festivities... Clinton St. Bakery Company was part of the agenda for the post-birthday celebration. Looking through the menu, I really wanted to try EVERYTHING, but I settled for the Spiked Hot Chocolate, Banana Walnut Pancakes, side of Sugar Cubed Bacon, and side Biscuit. The Spiked Hot Chocolate came out first and it was delicious... who doesn't like alcohol hidden in sweet drinks? The Banana Walnut Pancakes were surprisingly huge!... and when you add that warm maple butter--ohhh lawwd! bomb! The bacon was great... but then again who doesn't love sweet salty baconnzz! Lastly, the biscuit was sweet and rich with a nice softness to its interior.... delicious as expected. I wanna eat here every weekend for brunch. That is all.",3.9518117295480013,1.0481882704519987,2677,822,1,1,3,1,2,58 days,671.1666666666666,6,100.0,8.734545454545454
96225,62068,548,5,2013-10-22,1,"I'm currently living in Florence, Italy, where there is no good Asian food, and I've been dreaming about this place. When I lived in NYC I would frequent their buffet any time I was in the area, and sometimes make special trips just for their kimchee, kale, and shrimp pancakes. The food is delicious and cheap and they usually have a wide selection of stuff at the buffet. The ambiance isn't so great but it's best for a quick meal or take-out. Definitely try all varieties of the pancakes they have at the buffet! This will be one of my first food stops when I'm back in town.",3.9789864029666253,1.0210135970333747,1618,578,1,1,1,0,1,0 days,578.0,1,100.0,14.557692307692308
29588,24297,78,4,2008-03-26,1,I went to a birthday party here and I thought the family style platters would never end. Here is what we had 1. Garlic Bread - Super Crazy Awesome 2. Cold Antipasti - Delicious 3. Veal Scallopine Marsala - Awesome 4. Chicken Parmigiana - Delicious 5. Shrimp Scampi - Mutha-fuckin' Super Crazy Awesome Delicious 6. Marinara- Delicious 7. Ragu (Assorted Meats) - Seriously Grubbin' 8. Titanic - Magically Delicious (or Tragically Delicious if you happen to have a victims family member within earshot). 9. Huge Platter of fruit & Assorted Desserts - Totally worth the insulin dependency that may result due to consumption. 10. House wine - House Wine Delicious I think we may have had a few more things but I began to lose consciousness. I also hear they deliver.,3.963690476190476,0.0363095238095239,1680,761,1,1,1,0,1,362 days,387.0,3,100.0,9.0
49722,5768,308,3,2012-08-26,1,"Good value but the food is not as good as in the past. Of the 3 pasta dishes in the pasta dinner special only 1 was really good, the Swiss chard ravioli. If you want fantastic Italian try somewhere else.",3.789224393132031,0.7892243931320309,1689,203,1,1,2,0,2,624 days,370.8,5,100.0,6.1265822784810124
294055,140930,741,1,2011-10-05,1,"SALMONELLA POISONING!!! Â Just got the results from my doctor after I ate the chicken meatballs here. Â I did not eat anything else 8 hours beforehand and couldn't eat for days after, so it absolutely was from Penelope!!! Â Don't go.",3.73059653624118,2.73059653624118,1559,233,0,1,1,0,1,0 days,233.0,1,0.0,7.077720207253886
299767,8507,781,2,2013-11-15,1,"Horrible slow Â service, indifferent bordering on rude. Average food. That's what I had been told, and it was accurate. Probably wont survive unless they replace the entire staff with people who care.",3.8724279835390947,1.8724279835390947,243,200,0,0,1,0,2,200 days,137.66666666666666,3,66.66666666666666,5.230769230769231
