,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,RATING,VERIFIED_PURCHASE,REVIEW_TITLE,REVIEW_TEXT,NUM_NOUNS,NUM_VERBS,NUM_ADJECTIVES,NUM_ADVERBS,REVIEW_LENGTH,SENTIMENT_SCORE,TITLE_LENGTH,AVERAGE_RATING,RATING_DEVIATION,NUM_REVIEWS,READABILITY_FRE,SENTIMENT_CATEGORY_ENCODED,RATING_CATEGORY_ENCODED,COHERENT_ENCODED,AVG_WORD_LENGTH,LABEL_ENCODED,NUM_NAMED_ENTITIES,CAPITAL_CHAR_COUNT,PUNCTUATION_COUNT,PREPROCESSED_REVIEW_TEXT,WORD_COUNT,SENTIMENT_SCORE_TITLE,SENTIMENT_LABEL_TITLE,AVG_RATING_VERIFIED,AVG_RATING_NON_VERIFIED,DEVIATION_VERIFIED,DEVIATION_NON_VERIFIED
4177,4177,4177,4177,4177,5,0,Highly recommended,great dealhighli recommendedeveryth describedr happi onethank seller great servic,6,4,4,2,129,0.8481,18,5.0,0.0,1,3.12,1,1,1,8.11111111111111,0,0,0,0,great dealhighli recommendedeveryth describedr happi onethank seller great servic,9,0.2716,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4178,4178,4178,4178,4178,5,1,Nice camera and great support from this seller,camera nvr onvif issu recogn camera camera access -PRON- ip address softwar assign ip address firmwar upgrad mobil view work here,10,11,4,2,238,0.0,46,5.0,0.0,1,50.16,0,1,0,5.190476190476191,0,1,4,2,camera nvr onvif issu recogn camera camera access -pron- ip address softwar assign ip address firmwar upgrad mobil view work,21,0.8625,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4179,4179,4179,4179,4179,5,1,Taking it slow but see it working,-PRON- have far exfoli soap compani sell go slow gentl time want result -PRON- be will bruis use do not believ suffer bruis definit daili use cellulit smooth mitt beauti leg check updat week continu use far good soap amaz,13,26,12,13,482,0.7227,33,5.0,0.0,1,56.26,1,1,1,4.55,0,1,8,4,-pron- far exfoli soap compani sell slow gentl time want result -pron- brui use believ suffer brui definit daili use cellulit smooth mitt beauti leg check updat week continu use far good soap amaz,40,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4180,4180,4180,4180,4180,5,0,Mending Walls,day terrif read plot clever pull charact close complic relationship heart break houston famili tri stay mend wall,8,8,6,1,223,0.4588,13,5.0,0.0,2,70.13,1,1,1,5.333333333333333,0,2,0,0,day terrif read plot clever pull charact close complic relationship heart break houston famili tri stay mend wall,18,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4181,4181,4181,4181,4181,5,1,Great deal!!,item deliv time describ recommend fantast item perfect seller,4,5,3,1,102,0.7351,12,4.5,0.5,2,45.42,1,1,1,5.888888888888889,0,0,0,0,item deliv time describ recommend fantast item perfect seller,9,0.6892,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4182,4182,4182,4182,4182,5,0,Toast well,love toaster toast tong handi toast matter kind bread great item,5,4,3,3,114,0.9153,10,5.0,0.0,1,85.69,1,1,1,4.909090909090909,0,0,0,0,love toaster toast tong handi toast matter kind bread great item,11,0.2732,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4183,4183,4183,4183,4183,5,0,Well written,finish read -PRON- certainli glad purchas book write easi follow understand definit read author,2,11,3,4,179,0.4588,12,5.0,0.0,2,57.27,1,1,1,5.857142857142857,0,0,4,2,finish read -pron- certainli glad purcha book write easi follow understand definit read author,14,0.2732,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4184,4184,4184,4184,4184,5,1,Seems to work,hair be not fall rate to notic time wash hair shampoo can not super high expect origin purcha cayenn hair growth shampoo -PRON- impress -PRON- -PRON- be happi product,11,12,7,8,302,0.33,13,5.0,0.0,2,67.42,1,1,1,4.758620689655173,0,0,12,6,hair fall rate notic time wash hair shampoo super high expect origin purcha cayenn hair growth shampoo -pron- impress -pron- -pron- happi product,29,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4185,4185,4185,4185,4185,5,0,Loved The Movie,concept movi cool sadli realiti face day consid rich pretti control way like timberlak movi sing know would not disappoint wish sequel kick action notch,11,15,2,9,336,0.8126,15,5.0,0.0,1,54.56,1,1,1,5.12,0,1,0,0,concept movi cool sadli realiti face day consid rich pretti control way like timberlak movi sing know disappoint wish sequel kick action notch,25,0.5994,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4186,4186,4186,4186,4186,5,0,Great potholders!,light comfort insul pot holder great take pot pan stove handl hot bowl come microwav great emerg spill too cotton lol,9,7,6,2,223,0.926,17,5.0,0.0,2,75.54,1,1,1,4.619047619047619,0,1,0,0,light comfort insul pot holder great pot pan stove handl hot bowl come microwav great emerg spill cotton lol,21,0.6588,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4187,4187,4187,4187,4187,5,0,This collection is 5 by 5,amaz collect lot interest bit i’v see great qualiti video audio pitch perfect line,9,5,6,2,186,0.8957,25,5.0,0.0,1,65.73,1,1,1,4.928571428571429,0,0,0,0,amaz collect lot interest bit i’v great qualiti video audio pitch perfect line,14,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4188,4188,4188,4188,4188,5,0,Product as described and does it's job well,product describ -PRON- job well satisfi purchas far definit nice have tie shoelac anymor,4,6,4,6,142,0.5994,43,5.0,0.0,1,74.19,1,1,1,5.357142857142857,0,1,4,2,product describ -pron- job satisfi purcha far definit nice tie shoelac anymor,14,0.2732,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4189,4189,4189,4189,4189,5,1,Great,combin no2 booster workout energi burn problem sleep nasti burp neg term effect far good test booster tri -PRON- be 44 yo recoveri time quick late increa workout 6 day week,15,10,6,4,312,0.0516,5,3.5,1.5,2,56.93,0,1,0,4.580645161290323,0,3,4,2,combin no2 booster workout energi burn problem sleep nasti burp neg term effect far good test booster tri -pron- 44 yo recoveri time quick late increa workout 6 day week,31,0.6249,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4190,4190,4190,4190,4190,5,1,feeling lucky,hard time find cabl like anymor peopl lean ipad ipod -PRON- be lucki find item onlin besid look cabl know immedi superior qualiti compar replac cabl -PRON- be feel lucki haha,9,10,6,7,300,0.8225,13,5.0,0.0,2,40.01,1,1,1,4.645161290322581,0,1,8,4,hard time find cabl like anymor peopl lean ipad ipod -pron- lucki find item onlin besid look cabl know immedi superior qualiti compar replac cabl -pron- feel lucki haha,31,0.5106,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4191,4191,4191,4191,4191,5,1,Great for the whole family,like coconut oil great famili use -PRON- come conveni pump wonder help portion control child use -PRON- person love bodi shower right bed time end hair help prevent hair extrem dri,14,13,11,6,353,0.946,26,5.0,0.0,1,65.39,1,1,1,4.838709677419355,0,1,8,4,like coconut oil great famili use -pron- come conveni pump wonder help portion control child use -pron- person love bodi shower right bed time end hair help prevent hair extrem dri,31,0.6249,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4192,4192,4192,4192,4192,5,1,Works as described.,iphon 5 iphon 6 plu hold fine issuesthi strong suction hard find type devic angl flexibl right angl exactli phone place windshield hold place plea purcha,11,12,9,6,370,0.5719,19,5.0,0.0,1,62.01,1,1,1,4.923076923076923,0,2,0,0,iphon 5 iphon 6 plu hold fine issuesthi strong suction hard find type devic angl flexibl right angl exactli phone place windshield hold place plea purcha,26,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4193,4193,4193,4193,4193,5,1,Effective!,work way better creat sensor oper toilet seat cover then good market today,8,8,3,1,167,0.7003,10,5.0,0.0,1,58.28,1,1,1,4.769230769230769,0,1,0,0,work way well creat sensor oper toilet seat cover good market today,13,0.5255,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4194,4194,4194,4194,4194,5,0,nice one :),get gift anniversari weekend love stuff -PRON- light comfort look great -PRON- can not self friend say look beauti gorgeou parti love alin dress -PRON- favorit collect alin now -PRON- light weight loo fit dress look outing summer good friend thumb up,16,16,14,6,440,0.9586,11,5.0,0.0,1,54.23,1,1,1,4.976190476190476,0,3,16,8,gift anniversari weekend love stuff -pron- light comfort look great -pron- self friend look beauti gorgeou parti love alin dress -pron- favorit collect alin -pron- light weight loo fit dress look out summer good friend thumb,42,0.7003,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4195,4195,4195,4195,4195,5,0,Enough Curcumin,take 2 capsul day year antiinflammatori properti happi -PRON- brand curcumin thi,6,6,5,4,182,0.0,15,5.0,0.0,2,33.92,0,1,0,5.75,0,2,4,2,2 capsul day year antiinflammatori properti happi -pron- brand curcumin thi,12,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4196,4196,4196,4196,4196,5,1,No complaints so far,extra batteri 25 week regularli have not face issu itbr usual non oem batteri do not work good expect work pretti well charg quickli power last good time also exactli like origin like fake either -PRON- be happi purchas price decent get complain far,12,15,8,18,401,-0.5126,20,5.0,0.0,1,35.28,0,1,0,4.681818181818182,0,1,4,2,extra batteri 25 week regularli face issu itbr usual non oem batteri work good expect work pretti charg quickli power good time exactli like origin like fake -pron- happi purcha price decent complain far,44,-0.5994,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4197,4197,4197,4197,4197,5,0,Perfect heater,thing do not like heateri parent camp long ago quickli heat tent easi use simpl transport two adult tent kid tent do not camp -PRON-,9,12,4,6,272,-0.2755,14,5.0,0.0,1,79.94,0,1,0,4.32,0,2,4,2,thing like heateri parent camp long ago quickli heat tent easi use simpl transport adult tent kid tent camp -pron-,25,0.5719,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4198,4198,4198,4198,4198,5,0,Teeth Whitening System,tray littl tricki set that thing simpl instruct clear will not problem understand use thi,6,10,4,4,181,0.5938,22,4.5,0.5,2,64.71,1,1,1,5.0,0,0,0,0,tray littl tricki set thing simpl instruct clear problem understand use thi,15,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4199,4199,4199,4199,4199,5,0,This cream plus regular exercises,regular exercis help shessenti cellulit cream cellulit slowli disapp great product,7,2,3,2,139,0.7783,33,4.5,0.5,2,43.39,1,1,1,6.545454545454546,0,0,0,0,regular exerci help shessenti cellulit cream cellulit slowli disapp great product,11,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4200,4200,4200,4200,4200,5,0,Great product!!!,suffer hair loss year day come product think tri glad do effect visibl 1 week help nail lot skin look perfect definit recommend like suffer hair loss,15,13,5,3,308,0.4215,16,5.0,0.0,1,69.45,1,1,1,4.555555555555555,0,2,0,0,suffer hair loss year day come product think tri glad effect visibl 1 week help nail lot skin look perfect definit recommend like suffer hair loss,27,0.7163,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4201,4201,4201,4201,4201,5,1,"Love, love",love love love diffus health offic august fabul super simpl use sleek reliabl effici space peopl regularli ask compliment small size design cool light cyclesbr i receiv second diffus home -PRON- be moon have enjoy -PRON- be relax home need vapor littl girl bedroom even simple set larg humidifi automat shutoff super conveni littl peac mind alsobr thank denev great product,25,21,20,8,687,0.9902,10,5.0,0.0,1,9.56,1,1,1,5.131147540983607,0,3,8,4,love love love diffu health offic august fabul super simpl use sleek reliabl effici space peopl regularli ask compliment small size design cool light cyclesbr receiv second diffu home -pron- moon enjoy -pron- relax home need vapor littl girl bedroom simpl set larg humidifi automat shutoff super conveni littl peac mind alsobr thank denev great product,61,0.8555,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4202,4202,4202,4202,4202,5,1,A brand you can trust,benefit product especi sun dynam nutrit brand depend on,4,7,1,2,128,0.4588,21,5.0,0.0,1,45.42,1,1,1,5.222222222222222,0,0,0,0,benefit product especi sun dynam nutrit brand depend,9,0.5106,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4203,4203,4203,4203,4203,5,0,The ties work great for what they are and I have had no ...,tie work great connect issu right angl adapt,6,4,2,2,110,0.6249,59,5.0,0.0,1,80.28,1,1,1,4.625,0,1,0,0,tie work great connect issu right angl adapt,8,0.4404,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4204,4204,4204,4204,4204,5,1,Fantastic!!,ok good real work ye great servic question answer filler fake stuff pill far concer good real brand dosnt good will,9,9,6,2,216,0.8979,11,5.0,0.0,1,75.54,1,1,1,4.523809523809524,0,0,0,0,ok good real work ye great servic question answer filler fake stuff pill far concer good real brand dosnt good,21,0.6351,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4205,4205,4205,4205,4205,5,0,Awesome!,glad meat claw parti week ago decid shortcut purchas pull pork open packag find chunk cook pork ne pull actual yell loud claw quick turn meat pull pork,10,18,2,5,313,0.4588,8,5.0,0.0,1,68.44,1,1,1,4.428571428571429,0,1,0,0,glad meat claw parti week ago decid shortcut purcha pull pork open packag find chunk cook pork ne pull actual yell loud claw quick turn meat pull pork,28,0.6588,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4206,4206,4206,4206,4206,5,0,Reduces a lot of post baby fat!,babi concern weight on do not time exerci slim belt help reduc lot weight,6,10,2,2,159,0.4019,31,5.0,0.0,1,82.65,1,1,1,4.285714285714286,0,0,0,0,babi concern weight time exerci slim belt help reduc lot weight,14,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4207,4207,4207,4207,4207,5,0,Wonderful product!!!,recommend garcinia cambogia extract firsti sidebr effect month product itsbr show 100 result product great nobr more muffin waist,11,11,3,2,239,0.765,20,5.0,0.0,1,43.73,1,1,1,5.842105263157895,0,2,0,0,recommend garcinia cambogia extract firsti sidebr effect month product itsbr 100 result product great nobr muffin waist,19,0.6784,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4208,4208,4208,4208,4208,5,0,Fat Burner,gym work hard lose bodi fat tyre belli embarrass feel like matter hard tri lose -PRON- pill month energi workout feel hungri time begin lose waist size happi product,12,17,9,11,369,-0.8176,10,5.0,0.0,1,58.96,0,1,0,4.724137931034483,0,1,4,2,gym work hard lose bodi fat tyre belli embarrass feel like matter hard tri lose -pron- pill month energi workout feel hungri time begin lose waist size happi product,29,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4209,4209,4209,4209,4209,5,1,This Car charger works Great! Its Durable and it is great that different ...,car charger work great durabl great differ cord place car chargerthat great featur droid iphon usersgreat qualiti recommend friend,9,8,6,0,211,0.9584,76,5.0,0.0,1,60.65,1,1,1,5.894736842105263,0,0,0,0,car charger work great durabl great differ cord place car chargerthat great featur droid iphon usersgreat qualiti recommend friend,19,0.8588,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4210,4210,4210,4210,4210,5,0,Best buy for my kitchen,recent reloc buy lot household item search coffeemak lead sterlingpro french coffe press impress clean simpl use coar fine coffe -PRON- coffe ground do not cup doubl filter system love great custom servic offer call inquiri thumb manufacturersbr br,18,16,8,4,444,0.9403,23,5.0,0.0,3,40.35,1,1,1,5.384615384615385,0,1,4,2,recent reloc buy lot household item search coffeemak lead sterlingpro french coff press impress clean simpl use coar fine coff -pron- coff ground cup doubl filter system love great custom servic offer inquiri thumb manufacturersbr br,39,0.6369,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4211,4211,4211,4211,4211,5,1,Super cushioned,absolut love thisit comfort lie day help exerci pressur joint definit recommend -PRON-,3,10,2,5,173,0.8979,15,5.0,0.0,2,58.28,1,1,1,5.6923076923076925,0,0,4,2,absolut love thisit comfort lie day help exerci pressur joint definit recommend -pron-,13,0.5994,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4212,4212,4212,4212,4212,5,0,Quick Drip down of Useless Fat,hear lot nutrigood lab weight loss supplement work wonder kid get fat fast food real kind tablet help child regain strength loosen fat,14,8,6,1,227,0.7906,30,5.0,0.0,1,73.51,1,1,1,4.869565217391305,0,0,0,0,hear lot nutrigood lab weight loss supplement work wonder kid fat fast food real kind tablet help child regain strength loosen fat,23,-0.4215,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4213,4213,4213,4213,4213,5,0,I have been using this product since two weeks. ...,good product servic product week definit notic increas energi overal be buy again,6,7,1,3,154,0.4404,51,5.0,0.0,2,58.28,1,1,1,5.307692307692308,0,1,0,0,good product servic product week definit notic increa energi over buy,13,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4214,4214,4214,4214,4214,5,0,Already lost weight,lose 20 lb far -PRON- be look forward loss 20 more take rk 5 month good diet work gym appetit big wa drink diet soda feel -PRON- be right tract small better -PRON-,8,16,7,11,316,0.2023,19,5.0,0.0,2,71.82,1,1,1,3.9696969696969697,0,3,12,6,lose 20 lb far -pron- look forward loss 20 rk 5 month good diet work gym appetit big wa drink diet soda feel -pron- right tract small well -pron-,33,-0.3182,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4215,4215,4215,4215,4215,5,0,Awesome!!!,perfect size daughter danc costum nice qualiti expect price strong durabl love small bag makeup bobbi pin etc,9,3,7,2,179,0.9325,10,5.0,0.0,1,70.13,1,1,1,5.111111111111111,0,0,0,0,perfect size daughter danc costum nice qualiti expect price strong durabl love small bag makeup bobbi pin etc,18,0.7163,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4216,4216,4216,4216,4216,5,1,I'm pretty glad my friend showed this to me,-PRON- be pretti glad friend show -PRON- urg tri do surpris easi thing go in lube far disappoint,3,9,8,5,179,0.5423,43,5.0,0.0,1,87.05,1,1,1,4.388888888888889,0,2,8,4,-pron- pretti glad friend -pron- urg tri surpri easi thing lube far disappoint,18,0.8555,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4217,4217,4217,4217,4217,5,0,Great job!,buy 3 week ago love -PRON- tast wise good pill easi swallow magic pill need exercis tri cut eat add banana snack serv regular usual cut middl eat half rememb drink lot water day lastli eat great breakfast cut pop tri eat small snack day metabol constantli work fast shed pound hope help,20,25,11,12,593,0.9393,10,5.0,0.0,1,51.52,1,1,1,4.415094339622642,0,3,4,2,buy 3 week ago love -pron- tast wise good pill easi swallow magic pill need exerci tri cut eat add banana snack serv regular usual cut middl eat half rememb drink lot water day lastli eat great breakfast cut pop tri eat small snack day metabol constantli work fast shed pound hope help,53,0.6588,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4218,4218,4218,4218,4218,5,0,Interest,develop deep interest receiv good massag young year love massag give massag subsid all massag kind thing want learn right want good massag olena adam definit qualifi teach -PRON- need dvd,11,17,7,7,342,0.9517,8,5.0,0.0,2,48.47,1,1,1,5.064516129032258,0,2,4,2,develop deep interest receiv good massag young year love massag massag subsid massag kind thing want learn right want good massag olena adam definit qualifi teach -pron- need dvd,31,0.4588,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4219,4219,4219,4219,4219,5,1,I purchased this case and i am extremely happy with it,purchas case extrem happi itbr fit perfect -PRON- have drop time protectedbr i love simpl design give phone nice look phone,8,8,7,3,223,0.9022,54,5.0,0.0,2,58.62,1,1,1,4.904761904761905,0,1,4,2,purcha case extrem happi itbr fit perfect -pron- drop time protectedbr love simpl design phone nice look phone,21,0.6115,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4220,4220,4220,4220,4220,5,1,BEAUTIFUL,thing go easi -PRON- perfect iphon 6 plu case -PRON- be complet satisfi glass smooth edg -PRON- nice use touch -PRON- would go button cover flat surfac screen well love -PRON-,9,10,7,5,242,0.9153,9,5.0,0.0,2,73.85,1,1,1,4.67741935483871,0,1,20,10,thing easi -pron- perfect iphon 6 plu case -pron- complet satisfi glass smooth edg -pron- nice use touch -pron- button cover flat surfac screen love -pron-,31,0.5994,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4221,4221,4221,4221,4221,5,0,Goodbye Exhaustion,-PRON- be longdist runner shape 56 mile day run marathon 10k chanc run form medit -PRON- -PRON- have get old -PRON- harder hard cover distanc slow pace wor still start feel complet wipe day big race think run cut way back tire tire timebr estrovoid total turn thing -PRON- have not faster improv stamina realli -PRON- have take recoveri time go way down sore ach pain start take stuff do not know work everybodi think -PRON- worth tri,27,43,16,25,868,-0.8068,18,5.0,0.0,1,26.15,0,1,0,4.576923076923077,0,4,28,14,-pron- longdist runner shape 56 mile day run marathon 10k chanc run form medit -pron- -pron- old -pron- hard hard cover distanc slow pace wor start feel complet wipe day big race think run cut way tire tire timebr estrovoid total turn thing -pron- fast improv stamina realli -pron- recoveri time way sore ach pain start stuff know work everybodi think -pron- worth tri,78,-0.3612,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4222,4222,4222,4222,4222,5,1,This 6 Sided Box Grater Is Really A Good Stainless Steel Grater,know qualiti product look pictur onlin need new grater like look one plea arriv see high qualiti be grater sturdi life time take care properli like 6 side provid option old 2 side do handl wide width allow good grip -PRON-,17,21,12,9,463,0.9001,63,5.0,0.0,2,55.24,1,1,1,4.439024390243903,0,4,4,2,know qualiti product look pictur onlin need new grater like look plea arriv high qualiti grater sturdi life time care properli like 6 provid option old 2 handl wide width allow good grip -pron-,41,0.4927,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4223,4223,4223,4223,4223,5,0,"I love the name, and it's fast and affordable",love name kble charger fast charg iphon 6 price total ok afford good charger appl product recommend,6,6,5,2,171,0.8957,45,5.0,0.0,1,62.68,1,1,1,4.882352941176471,0,1,0,0,love kble charger fast charg iphon 6 price total ok afford good charger appl product recommend,17,0.6369,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4224,4224,4224,4224,4224,5,1,"It smells amazing, and leaves my skin ridiculously softer and more ...",smell amaz leav skin ridicul soft healthi wait use raw shea butter diy bodi product make christma,3,7,4,4,172,0.0,70,5.0,0.0,1,88.06,0,1,0,4.764705882352941,0,0,0,0,smell amaz leav skin ridicul soft healthi wait use raw shea butter diy bodi product christma,17,0.34,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4225,4225,4225,4225,4225,5,0,Fantastic Experience,product contain vit e c find good skin week time vibrant skin cleans hydrat face leav stretchi chemic base lotion face wash do take wrinkl near eye sure recommend,15,11,7,5,303,0.8779,20,4.5,0.5,2,67.42,1,1,1,4.620689655172414,0,1,0,0,product contain vit e c find good skin week time vibrant skin clean hydrat face leav stretchi chemic base lotion face wash wrinkl near eye sure recommend,29,0.5574,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4226,4226,4226,4226,4226,5,1,Green Coffee - Naturabest,2011 journal gastroenterolog find green coffe bean increas averag weight loss 55 pound differ studi extrem low dose 200 mg day be not thi probabl would not buy supplement like thi evid hard ignorebr br naturabest bottl recommend dose 800 mg consid appropri supplementbr br i person start take supplement 3 week ago take dose day way home work dinner start notic reduct appetit week take supplement religi time longer -PRON- start take green coffe bean extract lose 65 lb totalbr br i toy idea take dose day -PRON- be huge rush lose weight i overweight entir life do not want overdo -PRON- lose weight off supplement help accomplish easy way think possibl befor brand par price brand pick show search amazon be not dishonestli price sometim worri product littl cheapbr br i continu buy product reach goal weight 225 pound go asneed there,55,63,25,21,1534,-0.4082,25,5.0,0.0,3,-57.77,0,1,0,4.8125,0,8,12,6,2011 journal gastroenterolog find green coff bean increa averag weight loss 55 pound differ studi extrem low dose 200 mg day thi probabl buy supplement like thi evid hard ignorebr br naturabest bottl recommend dose 800 mg consid appropri supplementbr br person start supplement 3 week ago dose day way home work dinner start notic reduct appetit week supplement religi time long -pron- start green coff bean extract lose 65 lb totalbr br toy idea dose day -pron- huge rush lose weight overweight entir life want overdo -pron- lose weight supplement help accomplish easi way think possibl befor brand par price brand pick search amazon dishonestli price sometim worri product littl cheapbr br continu buy product reach goal weight 225 pound asne,144,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4227,4227,4227,4227,4227,5,0,Amazing supplements,excel product start worri dog lazi wrong -PRON- take vet tell fine need vitaminesbr br i buy product lot improv activ energi respond himbr br thank supplement real guy chang dog behav -PRON-,13,18,10,8,463,0.4939,19,5.0,0.0,2,46.44,1,1,1,4.787878787878788,0,2,8,4,excel product start worri dog lazi wrong -pron- vet tell fine need vitaminesbr br buy product lot improv activ energi respond himbr br thank supplement real guy chang dog behav -pron-,33,0.5859,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4228,4228,4228,4228,4228,5,0,Fast delivery and good packaging.,fast deliveri good packagingbr great product digest come powder capsul form believ high qualiti pure blend 3 herb compar tablet pill form contain ingredi 12 capsul pm,17,6,7,0,271,0.7906,33,5.0,0.0,2,44.07,1,1,1,5.185185185185185,0,3,0,0,fast deliveri good packagingbr great product digest come powder capsul form believ high qualiti pure blend 3 herb compar tablet pill form contain ingredi 12 capsul pm,27,0.4404,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4229,4229,4229,4229,4229,5,0,Go all out!,give burst energi need i’v adventur type love discov new thing howev human limit want day -PRON- be get young thank green coffe bean capsul enjoy befor -PRON- be go continu day,12,20,6,9,384,0.8807,11,5.0,0.0,1,55.92,1,1,1,4.53125,0,0,8,4,burst energi need i’v adventur type love discov new thing howev human limit want day -pron- young thank green coff bean capsul enjoy befor -pron- continu day,32,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4230,4230,4230,4230,4230,5,1,AMAZING speaker,thing crank ton volum bass amaz speaker look forward goit like portabl theatr highli recommend,6,5,3,3,157,0.6124,15,5.0,0.0,2,73.17,1,1,1,5.333333333333333,0,0,0,0,thing crank ton volum bass amaz speaker look forward goit like portabl theatr highli recommend,15,0.6739,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4231,4231,4231,4231,4231,5,0,This cable looks just like my original Apple cable except for the FORDIGI name ...,cabl look like origin appl cabl fordigi connector previous unapprov cabl charg remov insert coupl time work cabl work,8,11,3,3,257,0.3612,82,5.0,0.0,1,35.27,1,1,1,5.2105263157894735,0,1,0,0,cabl look like origin appl cabl fordigi connector previou unapprov cabl charg remov insert coupl time work cabl work,19,0.5859,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4232,4232,4232,4232,4232,5,0,Feel energised,hardli explain green powder help entir family … mi mother law s fit day husband stay energis,6,7,6,4,155,0.6369,14,5.0,0.0,1,55.24,1,1,1,4.470588235294118,0,1,0,0,hardli explain green powder help entir famili … mi mother law s fit day husband stay energi,17,0.4767,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4233,4233,4233,4233,4233,5,0,Nice kit of pails and shovels to play in the ...,nice kit pail shovel play beach size perfect color bright includ water shooter funni child play bucket sand water resist perfect parti favor plea product,15,8,8,4,278,0.9618,48,5.0,0.0,1,46.1,1,1,1,5.16,0,0,0,0,nice kit pail shovel play beach size perfect color bright includ water shooter funni child play bucket sand water resist perfect parti favor plea product,25,0.6369,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
4234,4234,4234,4234,4234,5,0,Like Them So Far,week happi far work combin daili workout section thing chang futur updat review,6,9,4,6,202,0.0,16,5.0,0.0,1,66.74,0,1,0,5.153846153846154,0,0,0,0,week happi far work combin daili workout section thing chang futur updat review,13,0.3612,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
